4019.7,3950.4,4507.9
4046.8,4019.7,4504.5
4049.7,4046.8,4556.9
4101.5,4049.7,4512.7
4147,4101.5,4600.7
4155.3,4147,4659.6
4228,4155.3,4724.1
4256.8,4228,4758.9
4291.6,4256.8,4801.9
4341.4,4291.6,4851.4
4357.1,4341.4,4903.5
4374.8,4357.1,4891
4413.4,4374.8,4902.7
4429.4,4413.4,4928.8
4466,4429.4,5001.6
4478.8,4466,5026.6
4495.6,4478.8,5032.7
4457.7,4495.6,4995.8
4437.5,4457.7,4999.5
4469.9,4437.5,5033.3
4484.3,4469.9,5045.4
4474.8,4484.3,5053.8
4544.8,4474.8,5138.8
4566.7,4544.8,5172.5
4600.5,4566.7,5174.2
4665.9,4600.5,5271.5
4674.9,4665.9,5181.2
4721.5,4674.9,5258.6
4776.9,4721.5,5266.8
4822.3,4776.9,5338.5
4866.6,4822.3,5293.2
4907.9,4866.6,5381.2
4944.5,4907.9,5420.9
4993.6,4944.5,5493.4
5011.6,4993.6,5515.4
5059.6,5011.6,5509
5099.2,5059.6,5546.6
5132.1,5099.2,5585.3
5174.3,5132.1,5622
5229.5,5174.3,5649.4
5254.3,5229.5,5709.7
5291.9,5254.3,5729.9
5350.7,5291.9,5771.8
5375.7,5350.7,5821.2
5462.1,5375.7,5877.3
5507.1,5462.1,5947.5
5576.3,5507.1,6064.5
5660.2,5576.3,6153.6
5713.7,5660.2,6209.9
5784.7,5713.7,6246.6
5854,5784.7,6268.2
5936.1,5854,6300
6000,5936.1,6332.4
6083.6,6000,6379.2
6171.7,6083.6,6431.6
6226.3,6171.7,6523.7
6292.1,6226.3,6566.5
6341.1,6292.1,6634.9
